,Buy
1013,0
1929,1
10372,1
5251,1
9596,0
2179,0
697,1
1124,0
7378,0
10148,1
5110,0
7902,0
1778,1
9869,0
2634,0
7544,0
7604,1
3489,1
1037,1
10114,1
8505,0
2649,1
2979,1
2547,1
5132,0
2159,0
9114,0
6445,0
3967,0
1428,0
10407,0
2520,1
8033,0
10679,1
12217,1
448,0
10495,1
9476,1
5995,1
9939,1
3727,0
7353,1
8553,0
6279,1
11054,0
7295,0
9496,0
6251,1
5926,1
2460,0
22,0
2066,0
1653,0
8894,0
8706,0
1376,0
1724,1
3754,0
8652,1
4183,0
4082,1
9678,0
8474,1
6579,1
4558,0
3537,0
7003,1
9560,1
11720,0
10178,0
8789,0
646,1
6381,1
7527,1
12002,0
7165,1
9877,0
7697,1
11639,0
4875,0
10631,0
5341,0
10558,1
7031,0
2160,1
685,1
2461,0
7128,1
6267,0
4941,0
5946,0
4583,1
5784,1
7569,1
11184,0
521,0
8714,0
11209,1
3983,0
12087,1
780,0
10165,1
5607,0
5978,0
8843,1
3747,0
2196,0
8561,0
12233,0
4285,1
8569,0
9832,1
9805,1
6979,1
1827,1
9154,0
11974,0
2376,0
8551,1
3839,0
1246,0
7504,1
6511,1
11318,0
5439,0
11432,0
8964,0
12029,0
5510,1
5330,1
4531,0
9866,0
365,0
12356,0
147,0
1668,1
10941,0
7650,0
8599,1
7788,1
3456,0
3271,0
4940,1
9223,1
6230,1
11014,1
10033,0
9047,0
3926,0
10572,1
8080,0
78,0
7088,0
2247,1
10206,1
12311,1
10502,0
7451,0
8980,0
2279,0
8123,1
3897,0
9968,1
7177,0
9312,0
11700,1
3631,1
10668,1
6272,0
8616,1
392,0
3191,1
16,1
4200,0
2672,0
6164,0
3493,1
9651,1
7394,1
4839,0
593,0
11524,0
8737,0
5827,0
7961,0
5887,1
2355,1
6036,1
4798,1
10698,0
4592,0
8656,1
163,1
11463,0
11674,0
12101,0
7380,0
12323,1
6356,1
9092,0
5542,1
6007,0
7993,0
7638,1
6793,1
7758,0
4837,1
2293,1
6548,1
7898,0
4481,1
3716,1
6140,1
9956,0
1549,0
2044,1
767,0
5693,1
7870,0
9700,1
7857,1
3302,1
4517,1
11222,0
9997,1
3292,1
9011,1
1403,1
1382,1
6928,0
5671,1
1638,1
12124,0
6907,0
8591,1
6406,0
9074,1
1179,0
5448,1
5078,1
8648,0
5175,0
689,0
10952,1
6525,0
12154,0
6488,0
7154,1
10409,0
6610,0
10598,0
4349,1
1884,0
10691,0
2494,0
5947,0
3036,1
5777,1
845,1
8734,1
7967,1
10490,0
7340,0
11134,1
10241,1
7137,1
2964,1
2529,0
5772,1
1048,0
7045,1
1960,0
2530,1
8429,0
4917,0
9325,1
5901,1
8286,0
4259,1
10606,0
5656,1
6097,0
5907,1
7373,0
2978,0
10961,0
11507,1
6721,0
7842,1
8264,1
10854,1
3138,1
8325,0
12289,1
1826,1
5548,0
8785,0
560,0
10898,0
8435,0
5435,0
4437,1
8597,0
1442,0
8453,0
4406,1
11798,1
1689,0
12215,1
9917,1
11119,0
5962,0
2496,0
10128,0
340,1
2408,1
9793,1
10327,1
5782,0
4576,1
3725,1
2785,1
9715,1
1012,0
5280,1
4895,1
9958,0
7121,0
6549,0
4037,1
148,1
285,0
11950,1
8555,1
10393,1
9732,1
6770,0
4443,0
7446,1
236,1
11872,1
7123,1
10325,0
3083,1
632,1
6813,0
2493,1
2665,0
10500,1
10573,0
10410,1
10060,0
10473,0
4211,1
9686,0
3874,1
9424,1
2817,0
10212,1
12147,0
11210,1
7426,1
11257,0
10477,1
12071,0
9777,1
1735,0
7397,1
4255,1
10414,0
2475,0
12357,0
3713,0
11101,0
1804,0
707,0
11372,1
5189,1
10764,0
5472,0
72,1
7843,1
5101,1
6764,1
9382,1
1125,0
1241,0
10194,0
2349,1
6602,0
6780,1
9769,1
4358,0
1343,1
12362,1
10743,1
11856,0
8632,1
6652,0
1100,0
9160,0
8841,1
9738,1
7327,1
7622,1
987,1
2852,1
8853,0
630,1
1249,1
3179,1
482,1
9776,0
9654,0
3040,1
5010,0
10807,1
7000,1
3273,0
7227,1
3683,1
6674,1
6807,1
12050,1
1316,1
3225,1
1072,0
4815,0
11434,1
9852,0
5752,0
11849,0
4616,0
3097,0
11671,0
6869,1
1300,0
7285,1
6284,0
10967,1
5495,0
5291,0
9600,1
10037,0
1798,0
9667,0
5203,1
8227,0
5047,1
6441,1
8636,0
8105,1
2359,1
11607,1
3654,0
7052,1
1286,0
12373,1
4445,0
2137,0
6787,1
9873,1
12068,0
10525,0
11085,1
6894,1
9884,1
10600,0
8564,1
7151,0
963,1
6012,1
4882,1
140,1
11162,1
8906,1
6936,0
6542,0
5243,0
10030,1
4431,0
10336,1
406,1
8212,0
9196,0
11379,0
10672,0
9135,1
8234,1
4399,0
5252,0
11,1
4760,1
1177,1
10139,0
2863,0
6471,1
6228,1
9218,0
2989,1
9153,0
7117,1
7010,1
10586,1
8927,0
1440,1
12062,1
2875,1
9108,0
11247,1
10879,1
7232,0
3726,0
2772,1
9816,0
454,0
9013,1
8189,1
1367,0
3712,1
12195,0
1388,0
9042,0
1000,1
7761,1
3553,1
4114,0
9829,1
1667,1
3173,0
9539,0
11628,1
488,0
3230,1
3828,1
10705,1
5208,0
7848,0
5704,1
11934,0
8133,0
703,1
5105,1
11786,0
3291,0
8125,1
9519,1
11923,1
11149,0
4909,1
4440,1
11255,0
986,0
11423,1
11202,0
7705,0
6257,1
6089,0
5238,1
1198,1
9710,0
11212,0
7519,1
6812,1
9991,1
9206,1
8320,0
9556,1
10225,0
7175,1
4470,0
891,0
1969,0
5757,0
6527,1
6294,1
7595,1
9110,1
3249,0
6570,0
6638,1
7351,1
11342,0
9400,0
7473,0
11390,1
10733,1
1239,1
2289,1
2740,0
8467,0
4585,1
9227,1
1229,1
9200,1
6980,1
5178,0
4293,1
1058,0
6262,0
281,1
9235,1
9508,0
968,0
3953,0
1939,0
10460,0
1274,1
619,0
10517,1
1742,0
1390,1
2203,1
9771,1
9847,0
3568,0
6116,1
12340,0
6052,0
3178,0
3192,1
9499,1
6099,0
7029,0
575,1
6656,1
7115,0
10894,1
6276,0
9472,1
11108,0
5897,1
5724,0
10185,0
269,1
629,1
3081,1
3466,0
6430,0
11522,0
7062,1
12037,1
5543,0
10238,0
4356,1
11271,0
2113,0
8219,0
10232,1
3216,0
3814,1
8321,1
10623,0
2278,0
4599,1
13,1
11412,1
1525,0
2365,1
4648,0
374,1
10538,0
6477,1
525,1
9131,1
6895,0
10339,0
3591,0
7904,0
2958,1
529,0
3714,1
4732,0
9461,1
1394,0
9989,1
9633,0
5631,1
9465,0
6563,1
4703,1
1712,0
12073,0
955,0
6675,1
3453,1
9579,1
8595,0
2071,0
12052,1
10169,0
158,1
7005,0
9094,0
352,0
6078,1
6236,0
8946,1
12348,1
2920,0
8503,0
4644,0
661,0
7057,0
10181,0
3665,0
7979,0
306,1
4790,1
2356,1
1927,1
11549,1
3427,1
8941,1
3638,1
10527,1
1266,1
1560,1
10326,1
7179,1
4109,0
7867,0
4904,1
7294,0
514,0
894,0
8601,1
21,0
899,0
207,1
458,1
10246,0
2430,1
8442,1
9299,0
3389,0
9905,0
3911,0
5383,0
8907,1
552,1
9631,0
10462,1
3144,1
6917,1
2056,1
1925,0
634,0
6082,0
8508,0
11521,1
11981,0
8619,0
10629,0
105,0
3041,1
10361,0
1709,1
89,1
7014,1
10433,0
3174,0
917,1
7833,1
6732,1
1949,0
6368,1
1,1
8032,0
6047,0
9127,0
11396,1
2720,1
8783,0
12143,1
3117,1
11716,1
9768,1
3762,0
213,1
778,0
3496,0
10910,1
2043,1
8920,1
5420,1
6154,0
9759,1
8357,1
10779,1
10205,0
8465,1
4167,1
3788,1
8586,1
583,1
12264,1
12359,0
116,1
6644,1
11163,0
12314,0
12088,0
11076,0
8712,0
1763,0
1875,1
10445,1
3224,0
526,0
7725,1
2946,1
4473,0
5655,0
8884,1
6059,1
959,0
6342,1
3633,0
1050,0
8782,1
8711,0
3380,1
3676,0
5776,0
11178,0
6573,0
5179,1
1607,0
3610,1
12268,1
6635,0
12376,1
10001,0
791,1
8984,0
3056,0
10047,1
1980,1
3598,0
933,1
7424,1
5626,0
1682,0
4179,0
6446,0
4116,1
988,0
2896,1
3778,1
5658,0
3093,1
3155,1
1823,1
11914,0
1098,1
10396,0
2844,1
9078,1
3342,1
38,1
6540,0
11569,1
8707,0
3356,0
9645,1
7813,1
9098,1
8220,0
11736,0
2428,0
5043,1
5346,1
8954,1
4811,1
8476,1
686,1
4799,1
7437,1
2353,1
6353,0
4569,0
8213,0
2752,1
9077,1
8073,0
9109,1
1040,0
7491,1
1265,1
11462,1
7059,1
277,1
5084,1
10276,1
9437,0
2382,1
571,1
1435,1
9439,0
5352,0
5445,1
1007,0
4543,0
10909,0
2064,1
1136,0
9882,0
5343,0
10177,0
294,1
9739,1
10204,0
8780,1
2403,1
10321,0
3998,0
11539,1
3741,1
11409,0
2719,0
11384,1
5150,1
2808,0
9017,0
556,1
11036,0
4795,0
2469,0
3738,0
4286,0
9908,0
2604,0
362,1
6924,0
1704,0
2139,0
3239,1
2383,0
7314,0
4311,0
9477,0
1312,1
11661,1
3930,1
6183,1
1591,0
11615,1
2162,0
2396,0
317,1
9516,1
5233,1
5068,1
4036,0
8987,1
3020,0
9903,1
8228,0
9105,0
5295,1
3972,1
5370,0
4133,0
974,1
7291,1
9175,0
954,1
9610,0
9752,0
9547,0
11514,0
5016,1
12042,0
9179,0
7490,0
1640,1
1290,1
1380,1
1933,0
4675,0
11298,0
10222,1
892,1
7287,1
4876,1
7906,1
8194,0
11606,0
10301,1
9041,1
2466,0
7657,1
10106,1
9788,0
1913,1
2736,0
726,0
7214,1
8245,1
1796,0
3845,1
6402,1
10745,0
936,1
2265,1
824,1
7274,1
1389,0
3564,0
9076,0
5429,0
7827,0
5690,0
7878,1
1868,1
8202,0
7486,1
9655,1
806,1
4805,1
10919,0
10300,0
11317,1
12322,1
10426,1
9155,0
7511,1
8056,0
4494,1
2632,1
11007,0
8896,0
8623,0
7832,0
4388,1
145,0
6467,0
2033,1
11285,1
1165,0
2050,1
3760,0
4435,1
3430,1
8190,1
10840,1
7069,0
4361,1
10616,0
9454,1
1771,1
3511,1
271,1
8436,1
2032,1
9005,0
12374,1
3810,0
9996,1
4346,1
10653,1
545,0
3241,0
8930,0
8502,0
9323,1
12272,0
7564,0
920,1
11274,0
6640,1
7694,1
8230,0
7126,1
4278,1
2983,0
130,0
7980,1
2667,0
7138,1
3223,0
9374,0
7693,0
5392,0
614,1
12255,0
1466,0
4497,1
3042,0
9126,1
2419,0
5085,1
3294,0
6737,1
1500,0
9018,1
1521,1
11273,1
4232,0
7686,1
8820,0
4430,1
390,1
12205,0
7124,1
5913,1
8592,0
4806,1
11070,0
8238,0
8044,1
12106,1
3993,0
11822,0
6609,0
5319,0
12181,1
7119,1
2421,1
5604,0
1750,0
11143,0
12027,0
338,0
8407,0
1341,1
11814,1
7982,1
3640,0
329,1
10923,1
3004,1
6960,0
4090,0
9828,1
2322,0
6667,1
7009,0
4197,1
3549,1
9650,1
8363,0
4203,0
11520,0
11048,1
6185,1
1639,1
9130,0
60,1
1240,0
5760,1
5136,0
2343,1
2120,0
1524,0
7617,0
153,1
481,0
6122,0
7674,0
7101,0
1762,1
8942,0
7715,1
9977,1
11227,1
7479,0
6212,0
4853,0
2711,1
6766,1
4150,0
1333,1
11641,1
8378,1
9328,0
11617,0
12014,1
10250,1
11278,0
3850,1
8340,1
4124,1
11081,0
4788,1
2866,1
1386,1
5941,0
3067,1
11198,0
3629,1
11703,1
11064,0
3028,0
2969,0
9900,1
8646,1
6136,1
8801,1
4263,1
645,1
11952,0
2074,0
341,1
8041,0
1622,0
7141,1
5796,0
7184,0
11542,0
8232,1
5475,1
10281,1
10367,0
12137,1
74,0
12245,1
10849,0
10268,0
8633,0
11416,0
2051,1
2541,1
1301,0
5877,0
7368,1
1304,1
8428,1
11242,1
2599,1
2573,0
3186,0
2768,0
4831,0
4223,1
11948,1
2106,1
2679,1
10953,1
1387,0
11042,0
11959,1
7083,0
1279,0
804,1
1555,1
11742,0
4566,0
11970,1
4841,1
3594,1
6035,1
6852,1
10112,1
8705,1
4177,1
1308,0
9106,1
3452,1
3695,1
4242,1
2198,1
8966,1
4425,1
6150,0
943,0
822,0
5005,0
6612,1
8356,1
5619,0
4547,1
2538,0
9503,1
5207,1
12126,1
11136,1
3054,0
3675,1
7776,1
7218,1
6722,1
3300,1
3310,1
7221,1
8519,1
10682,0
5954,0
10998,0
832,0
3462,1
11543,1
7643,1
54,1
3451,0
6305,0
10093,0
1481,0
4873,0
8038,0
3335,1
6016,0
4926,0
9138,1
5797,0
10353,0
12168,0
5083,0
6645,0
5490,0
768,1
2065,1
11758,0
7311,1
8477,0
12297,0
4524,1
10524,0
2717,1
2079,0
8914,1
951,0
8058,0
2482,0
10454,1
9181,0
1759,0
9984,1
4422,1
6704,0
9916,1
5182,1
8533,1
3701,0
4243,0
688,1
3432,0
4944,0
966,1
11739,0
10395,0
2713,1
4757,0
11816,1
6320,1
5975,0
3572,0
5299,0
1990,1
1205,0
4971,0
12036,1
6783,1
3600,0
6490,0
8609,0
12349,1
8070,0
8577,1
7973,0
11517,0
1625,1
536,0
8766,0
7970,1
4212,1
6456,1
3507,0
8393,1
9524,1
7112,0
2708,0
5031,1
6514,0
4662,0
4021,0
1854,0
11663,0
2872,0
3030,0
9397,0
1645,1
3417,0
3476,0
11823,0
11053,1
1792,0
3797,1
3368,1
7196,1
11937,1
5109,1
6024,1
8795,0
11497,0
126,1
5959,1
3876,1
11127,1
4451,1
7147,0
3531,0
10922,0
827,1
9831,1
7790,1
984,0
7783,1
10380,1
11861,1
2443,0
8554,0
10541,1
345,0
814,0
6166,0
11220,1
12100,0
5779,0
2116,0
10026,1
793,1
12307,0
6898,1
2674,0
94,1
4225,0
3756,0
2891,0
2371,1
11616,1
3228,1
7863,0
6359,1
11378,0
7326,1
6028,0
11045,0
11104,0
1865,0
4612,1
10049,0
2645,0
2243,1
5373,1
2336,0
950,1
1120,1
10789,1
2204,1
419,0
922,0
9446,0
8669,0
10227,1
5408,0
5788,1
5742,0
7667,1
5567,1
8135,1
1202,0
10818,1
5765,0
8389,0
1970,1
4018,1
10343,0
3687,1
1997,0
4033,1
1248,0
2192,1
2712,0
9184,0
2190,1
4670,1
5142,0
5984,1
6565,1
7804,1
6943,1
9510,0
10055,1
10535,0
10641,1
2136,0
1065,1
600,0
4227,0
10813,1
7577,0
77,0
7546,1
2898,0
4820,0
9506,1
11509,1
6413,0
9444,1
9064,1
8007,1
5468,0
5951,0
11157,0
3391,1
5415,0
2560,0
12241,0
8162,0
2635,1
5256,1
3530,0
8567,1
1908,1
11457,1
235,0
1604,0
7984,1
9310,0
3490,1
12192,0
11150,0
1994,0
2824,1
11487,0
10568,0
1342,1
8512,1
1619,0
5287,0
2060,1
12318,1
2219,1
9865,1
6038,1
260,1
12120,0
10231,1
9093,0
3744,0
2026,1
6988,1
4234,0
1917,0
1828,1
9765,1
6233,0
11550,1
6283,1
4208,0
224,0
8915,0
10002,1
9333,1
6469,0
12163,1
10954,1
846,0
4289,0
5560,1
2551,0
11120,0
117,0
8837,0
5966,0
8195,0
8659,1
7489,1
5,1
5342,1
9111,0
10787,0
4324,0
1063,1
2590,0
8434,0
9352,0
11062,1
3735,0
10589,0
3517,0
6986,1
10755,1
6767,0
5622,1
1605,1
1733,0
10516,1
10901,0
11560,1
9504,1
3812,0
11916,1
10554,1
10167,1
1761,1
5401,0
2739,0
11924,0
2472,0
6738,1
6891,1
7943,1
9685,1
4206,1
6371,1
10350,0
9361,1
10348,0
232,1
8258,1
7561,1
9795,0
6168,0
3596,1
6288,1
4632,1
125,1
7641,0
6229,1
1296,1
1976,0
11733,1
11676,1
10267,0
5750,0
8152,1
3086,0
11644,0
6882,0
11513,0
7673,1
3345,1
8172,0
11658,0
5870,1
6506,0
2797,0
918,1
1646,1
5122,0
5126,1
4621,1
6809,1
364,0
2125,0
8150,0
8717,1
55,1
638,0
302,1
10958,0
5811,0
1276,0
10247,1
4432,1
3644,0
4143,0
2878,1
6493,0
10478,0
10453,0
5240,0
11640,1
10488,1
6937,1
7240,1
9945,1
10160,0
2593,1
11309,1
2393,1
523,1
6376,1
6981,0
6677,1
3900,0
11927,1
5585,1
11584,0
7956,0
7570,0
11314,1
6777,0
10161,1
671,1
4188,1
666,1
3266,1
1887,1
11458,0
8472,0
9911,1
11139,1
9091,1
7687,1
6031,0
6090,1
6238,0
7350,1
7830,1
760,0
6254,1
1906,1
3818,0
6269,1
4300,1
5569,1
7941,0
10785,1
4164,1
11223,1
5971,0
3579,0
2832,0
5449,0
3472,0
6327,1
137,1
7043,1
4892,0
2180,1
10320,1
7730,0
3177,1
4854,1
4637,1
5115,1
11508,1
7648,1
4261,0
1331,0
10209,0
10674,1
7002,1
9550,0
6941,1
8017,0
6241,1
9521,1
12360,0
6881,1
10342,0
4530,0
10314,1
4673,1
6996,0
1252,0
11470,0
3374,0
2814,0
4719,1
6544,0
10040,1
4858,0
7901,1
11229,0
8580,1
8427,1
1077,0
10176,1
4363,1
770,0
10357,0
8865,0
249,1
9766,0
7239,1
3419,0
10273,0
10015,1
4976,1
4544,1
5565,0
7939,0
716,0
11951,0
2048,0
5997,0
6600,0
7245,1
4178,1
4809,0
10916,1
11737,0
7140,1
7190,1
1460,0
5989,0
9860,1
10948,0
2000,0
8175,1
404,1
384,0
11691,1
11743,0
10344,1
1633,0
11827,0
4784,1
11704,1
6970,0
3925,1
4158,0
7449,0
8415,0
2193,1
11328,1
10016,0
1015,1
5124,0
7418,0
7409,1
8989,0
2871,0
9,1
10136,1
1838,0
4804,1
255,1
7026,1
5713,0
3324,1
7714,1
1581,1
11148,1
924,0
2779,1
10700,1
7891,1
6132,0
5320,1
7312,0
7102,0
6042,1
3775,1
4835,1
4964,1
10971,0
539,1
7483,0
2745,0
3719,0
6819,0
9337,0
4468,0
667,0
7575,1
11211,0
8549,1
5063,0
11023,0
10975,0
1353,1
7114,0
12096,1
8662,1
2703,0
3330,1
8053,0
9588,0
3584,1
11683,0
5645,0
3376,0
1256,0
6190,1
9442,0
5348,0
11003,0
11476,1
11125,0
4175,0
4910,0
1852,0
6316,0
12198,1
2105,0
133,1
5029,0
928,0
823,0
7576,0
11632,0
1531,1
1214,1
504,0
10188,1
6530,0
3072,1
10150,1
9576,0
9086,1
8647,1
6619,0
9273,0
3709,0
11901,0
4849,1
4748,0
4268,1
12227,0
8905,1
4186,1
10406,0
5301,0
2923,0
6588,1
1810,0
3486,1
7419,0
3141,1
10019,0
9347,0
1324,0
4312,1
7494,1
8702,0
9872,1
8691,1
11761,0
10048,0
9580,1
10578,0
5541,1
11428,0
6172,1
1540,1
9409,1
2681,0
12231,1
11185,0
6313,0
1191,0
5293,1
1542,0
11493,1
11516,1
7056,0
2539,1
953,0
7241,0
6731,0
4846,1
6801,1
8010,0
4330,1
8924,1
5334,0
7330,0
9348,1
4729,1
11486,0
6541,0
11174,0
5305,1
5161,0
7860,0
2156,0
1062,0
10808,1
1167,0
11414,0
3636,0
7651,1
5588,1
11130,0
7192,1
4491,0
7266,0
11332,1
4980,1
8335,1
12315,0
4946,0
2782,0
717,0
10011,1
2502,1
4360,0
4171,0
8082,0
12079,0
395,0
7186,0
12156,1
4492,1
1365,0
11789,1
8787,0
5917,0
4968,0
2914,1
10518,0
5644,0
3766,1
3440,1
7357,0
6806,1
9879,1
2143,1
5104,1
5073,1
1571,0
4079,1
1122,1
2786,1
2967,0
2504,1
5988,1
11657,1
8867,1
11000,1
7164,0
11540,1
728,1
7587,1
7543,0
412,0
11338,1
9708,0
5745,1
7668,1
825,0
3267,0
3974,1
8808,0
8306,1
417,0
11261,0
9817,1
6748,1
8967,1
11088,0
11940,1
2082,0
8945,0
10738,1
3373,1
5726,1
4107,1
10636,1
4380,1
7723,0
1066,1
3913,1
5536,0
8002,0
5387,1
5732,0
11690,0
2738,1
5052,1
4000,1
9760,0
2427,1
6833,0
10123,1
1687,0
851,1
11738,1
6303,1
9087,1
5878,0
8527,0
2839,1
11279,1
4611,1
9540,0
9207,1
11008,0
9823,1
2489,1
6905,1
7390,0
11443,1
2849,1
6665,1
5881,1
10262,0
4452,0
9949,1
7421,0
9827,1
6484,0
2479,0
6617,1
10457,1
11151,0
11251,0
2141,0
11310,0
5188,0
12011,0
11548,1
2744,1
7253,0
3506,1
1679,1
4249,0
3147,0
8130,0
10486,0
7004,1
580,1
9662,0
4070,1
3343,1
7404,0
3672,1
559,0
5237,1
7805,1
11041,0
512,1
1081,0
1664,1
9204,1
1931,0
11966,1
1150,1
2838,0
5949,1
8308,1
8932,0
12113,1
5177,0
11867,0
830,1
8311,0
4752,0
12077,0
12031,1
635,1
4465,1
6799,0
7987,1
7079,0
6966,1
4142,0
7027,0
9183,1
876,0
4869,1
5315,1
5222,0
4,1
3051,1
5691,1
3124,0
10852,1
2491,0
3854,0
4777,0
9907,1
7509,0
6457,1
6293,0
1148,1
11453,1
574,0
3769,0
11928,1
4146,0
853,1
10174,1
10966,0
5919,1
9358,1
6614,0
6002,1
9163,0
10893,1
4495,1
8173,1
6655,1
2368,0
4780,1
7992,1
2950,1
5625,1
6971,1
8716,1
10647,1
1841,0
5986,0
537,1
2806,0
5801,0
5596,0
7206,1
7343,0
7560,1
8096,1
11367,1
784,1
1409,0
10729,0
154,1
7806,0
3009,0
1686,0
11093,0
4014,0
7455,0
3863,0
2733,1
1895,1
5442,0
569,0
6709,1
5854,1
1816,0
10257,1
8319,0
3394,0
3327,0
12355,1
6102,1
2975,0
980,1
10492,1
190,0
9331,1
5088,0
699,0
12078,1
606,1
301,1
3420,0
12133,1
1060,1
10757,0
3444,0
1069,0
10716,1
2205,1
9435,0
7339,1
8208,1
7679,1
11312,1
4642,1
7683,0
9007,0
7996,0
11259,1
5600,1
9151,0
7022,0
4893,0
225,1
3354,0
5895,1
10677,1
8754,0
3436,0
1693,0
6893,0
1045,1
3446,0
8050,1
9146,1
12354,1
10927,0
11296,0
4735,1
4496,1
1218,0
6015,1
9719,0
3987,1
4911,1
9492,1
4493,1
6944,1
5699,1
8352,0
956,1
11983,1
11426,1
2869,0
11969,1
4433,1
4973,0
2961,1
2200,0
98,0
12191,0
2557,0
11375,1
8445,1
4199,0
9637,1
5539,0
1648,1
9888,1
11383,1
6197,1
6295,1
4499,0
1154,1
2255,0
9874,0
3170,0
7400,0
10248,0
7158,0
3108,0
4548,1
11915,0
5423,0
2049,1
11835,0
9208,0
8815,0
12125,0
262,1
11561,1
4061,1
5534,1
6616,1
8120,1
8155,0
1802,0
4736,1
12365,1
2385,1
6694,1
5759,1
1959,1
2976,1
8680,1
1843,0
1734,1
2911,1
11411,0
8338,1
1986,1
9561,1
6546,0
7098,0
2811,1
659,0
9986,1
2511,1
11589,1
4282,0
9339,1
11464,0
8800,0
6287,1
11774,0
1930,0
7125,0
197,0
7777,1
2931,1
8004,0
2327,1
4389,1
8958,0
4218,1
11447,1
202,1
3510,0
4931,1
5535,1
9925,1
5791,1
10969,0
1707,1
5172,0
5249,1
11666,1
6528,1
12188,0
5855,1
8164,1
854,1
4737,0
10352,1
698,1
11344,1
11191,1
3696,0
1636,0
7280,1
7554,1
11649,0
3581,0
1291,0
6585,0
1853,1
5232,1
3763,1
3304,0
1495,0
11935,0
11637,1
7994,0
1998,0
663,1
3748,0
4413,1
5530,1
5575,1
8901,1
7526,1
9474,0
5864,1
10867,0
6776,1
1306,1
7392,0
10429,0
11494,0
5592,1
10230,0
9721,0
1663,1
5450,0
12292,0
12317,1
3627,0
2693,0
11252,1
9789,0
10921,0
10817,1
5915,0
3157,1
11506,0
9914,0
6668,0
1059,0
4636,1
3242,0
1678,0
6892,0
6374,1
7574,1
1757,1
6019,1
5116,0
8755,1
7408,0
2790,1
863,0
7858,1
1484,0
7035,1
7721,1
5977,1
5134,1
206,1
4488,0
6938,0
9062,0
6910,0
502,1
7385,0
1028,0
3840,0
10882,0
8110,1
5056,0
9762,1
8154,1
10965,1
2731,1
8996,0
11837,1
2454,0
7215,1
3104,0
8392,1
6278,1
3099,0
6184,0
10470,0
3561,0
5892,0
391,1
6736,1
5618,1
5258,1
9687,1
2695,0
2027,1
5463,0
2568,1
8006,1
64,0
12076,0
2062,1
5276,0
7208,0
8684,0
8571,1
6331,0
4859,1
12185,0
4887,1
9268,1
878,0
8529,0
7916,0
6863,1
7892,0
6439,1
7869,0
1016,0
9467,0
11990,1
7629,1
11534,1
995,0
10173,0
4297,0
161,1
5675,0
6873,0
9692,1
7989,1
3843,1
10805,0
11653,0
1021,0
3073,1
7555,1
3943,0
1585,1
10147,0
3152,1
8226,0
12206,1
775,0
10748,0
9670,0
7099,0
5486,1
6235,0
9555,1
7041,0
2612,0
7513,1
11016,1
10233,1
8433,1
10253,0
10555,1
8792,1
10627,0
5393,1
11080,0
8838,1
3890,1
3556,0
11394,1
1528,0
1267,1
7734,0
1899,1
4658,0
3005,1
2734,1
189,0
9998,1
9167,0
2747,1
2047,0
7849,1
2558,0
9274,1
8666,1
11096,0
6396,1
12309,1
3385,1
4555,1
1184,1
6420,0
5051,1
5311,0
2433,1
6949,1
10583,1
769,1
1685,0
8322,1
11111,1
11363,0
11636,1
5578,1
4426,0
466,1
6265,1
5734,0
11284,0
11964,0
5191,0
5390,0
860,0
7270,1
