,Buy
10046,1
8750,1
10390,1
926,1
244,1
9624,0
15,0
143,0
5983,1
2363,0
9082,1
129,0
1161,1
8607,1
12121,1
10134,0
9015,0
7947,1
7759,0
5458,0
7313,0
5308,0
1876,1
2488,1
7322,1
4479,1
1182,1
2525,1
11971,1
1170,0
10751,0
2182,0
11813,0
7019,1
6792,1
9634,1
11256,0
7905,1
3371,0
10027,0
1859,1
10788,0
9037,0
8177,0
6781,1
1878,0
7492,1
3588,1
8417,0
3121,0
387,0
1311,1
1032,0
10507,1
6584,0
8272,1
6382,1
6725,1
8142,1
9040,0
4936,0
931,0
7624,1
4019,0
691,1
11565,1
5987,0
6364,0
1909,0
829,0
3498,0
11349,0
2081,1
11019,0
11682,0
44,0
3939,0
8114,0
9923,0
4319,0
2965,0
3969,0
1187,0
11074,1
8187,1
7130,1
9483,1
284,0
10974,1
6308,1
4159,1
3092,0
9684,1
4556,1
5555,0
10662,0
4323,0
3982,0
8201,0
6940,1
3364,1
1404,1
3195,1
8488,0
7908,1
969,0
10608,1
6543,0
3734,0
925,0
11754,0
8990,1
4725,0
2843,1
2851,1
10198,0
11910,0
5956,0
519,0
12243,1
9885,0
4471,1
7936,1
4348,0
11103,1
9943,0
3626,1
1789,1
10244,0
2059,1
9345,1
9466,0
4013,0
6006,1
1902,1
9004,0
6215,0
4686,1
8380,1
4922,1
6785,0
8052,0
11633,1
9747,1
75,1
2345,0
6447,0
8316,0
430,1
4586,1
5483,1
12242,1
6405,0
11909,0
10295,0
7247,0
10094,0
9489,1
1553,1
5874,1
240,0
783,1
10291,1
3066,1
12072,0
977,0
4905,0
6264,1
6987,0
10469,1
5695,0
2941,0
8396,0
8241,0
7410,0
11355,0
8271,0
9979,1
1620,1
5642,1
12368,0
2146,1
1801,1
2095,1
9107,1
8091,1
1357,1
11526,0
9137,1
6782,0
10341,1
7370,0
9868,0
3565,1
12286,1
10857,1
8290,1
1609,0
3096,0
4590,0
2415,1
2017,1
2971,1
6424,0
4125,1
5846,1
5375,1
12131,0
11866,1
3246,1
124,1
1106,0
11555,0
10288,1
840,0
6394,0
9740,0
5649,1
11323,1
3341,1
598,1
2123,1
5512,0
8681,0
7145,0
9734,1
8871,0
9402,1
11961,1
5999,1
2197,0
4051,1
1216,1
3362,1
2501,1
725,0
7593,1
978,1
808,1
7803,0
1475,0
9290,0
7242,1
8351,1
4906,0
8655,1
11166,0
4930,1
4542,0
3962,1
9601,0
2671,1
7559,0
1235,0
1225,1
1764,0
11785,1
8171,1
7405,1
7841,0
8019,0
3217,1
5737,0
287,0
7727,1
2966,1
3164,1
11568,1
11804,1
10994,0
1657,0
1975,0
2397,1
452,1
2710,0
11581,1
9430,1
3681,1
6715,0
422,1
8724,1
5316,0
7025,1
657,0
3301,1
8582,1
2845,0
4066,0
10889,1
9694,1
5244,0
1001,1
4198,1
2418,1
875,1
8157,1
6726,1
3847,1
961,1
1580,0
9701,0
7792,0
2206,1
4266,1
8642,1
12277,1
4231,1
757,1
4866,1
5406,0
5313,0
2284,0
9152,1
7001,0
7324,1
5507,1
5309,0
9276,1
4827,1
7793,1
11051,0
807,0
3907,0
6141,1
8944,0
9835,0
7023,1
1956,1
2445,0
8613,0
6969,1
10100,0
10067,0
10096,1
2402,1
12325,0
1073,1
10690,1
3398,0
4240,0
6524,0
5436,1
8067,1
10522,1
2091,0
4527,1
12371,1
1698,0
9240,0
10376,0
9642,1
7931,1
9272,1
1003,0
10236,0
11248,1
10297,0
8188,1
4651,0
10345,0
11953,1
6156,0
1485,0
11415,1
5368,1
10000,1
1411,1
6289,1
11672,0
11231,1
8236,0
709,1
7585,1
3603,1
985,0
3076,0
6169,0
9491,1
8637,1
6713,1
5077,1
4101,1
8061,1
2722,1
11583,1
1268,1
2462,0
8304,1
268,0
3580,1
4750,0
8223,0
7607,1
12273,1
7926,1
11381,0
2821,1
11807,1
589,1
11128,0
11109,1
10753,1
656,0
10039,1
9792,0
2037,0
9623,1
8959,0
3758,0
6845,0
6151,1
8462,0
2028,1
9256,1
677,0
8513,0
1232,0
5454,1
11406,0
9653,0
11071,1
7749,0
4856,0
8295,1
2432,1
8900,0
8771,1
4647,1
8849,0
7779,1
896,0
1611,1
10714,1
1587,0
6686,0
7536,1
8602,0
1719,0
7649,0
9756,0
3806,1
8854,1
10722,0
4701,0
3961,1
731,0
5557,1
10802,1
5564,0
9606,1
10466,1
6087,0
890,0
10843,0
11133,1
4006,0
4939,0
9818,0
12346,1
5898,0
6173,1
9332,1
5819,1
9242,0
8516,0
2799,1
8847,1
584,1
3268,0
3932,1
4965,1
1260,0
9962,0
6199,0
6692,1
310,1
1716,1
7612,0
6009,0
2052,1
8618,1
4668,1
4298,0
6646,1
3783,0
1008,0
7855,0
10686,1
2185,0
11586,0
3623,1
12112,0
7580,0
11975,0
8764,1
8358,0
4834,0
4059,1
4756,1
11380,1
90,1
1987,0
470,1
1326,1
7279,0
8517,1
11440,0
2117,1
2937,1
888,1
983,1
6932,1
11741,0
9349,0
10735,0
10642,1
2925,0
8246,1
3214,1
5884,1
2341,1
10803,1
8327,1
9396,1
8814,1
10688,1
9598,1
627,1
8314,1
4947,0
5080,0
4244,1
7893,0
4765,1
1601,1
11883,0
1269,1
128,0
9893,1
10523,1
1711,1
4182,0
7299,0
9000,0
4235,0
6995,0
8398,1
2398,0
11067,1
9115,0
11578,0
8283,1
8728,0
10412,1
1186,0
11026,1
12161,0
12119,1
12026,0
1977,0
5314,1
12236,0
4247,0
9779,0
9801,0
915,1
1305,1
1096,1
3049,1
8292,0
6653,1
11781,1
1273,0
5698,1
6945,0
10034,0
2796,1
6797,1
1398,1
6615,1
3358,1
183,0
7780,1
4462,0
8976,0
8196,1
3563,0
9604,1
11492,1
6513,1
4567,0
9481,1
6603,1
10025,0
2656,0
10266,1
4305,0
1961,1
4992,1
4891,1
6138,1
5815,1
5869,0
8948,0
6395,0
11729,1
6226,1
9326,1
12344,0
9445,0
1251,1
3176,0
5072,0
3359,0
7712,1
11897,1
9775,0
9061,1
7466,1
11116,1
3289,1
11159,0
7411,1
7538,0
10806,0
3190,1
1573,0
9303,0
1051,1
4069,0
7821,0
3218,1
10646,1
272,1
2042,0
4763,1
8846,1
8021,0
11399,0
1086,1
1473,1
7282,1
8923,0
11010,1
10945,1
2186,0
10955,1
4322,0
9341,1
9849,0
5831,1
10045,0
498,1
7881,1
8807,0
4709,1
8444,0
10072,0
4485,0
10717,0
3478,0
9443,1
3924,0
1748,0
732,1
2553,1
2463,0
7613,1
10171,1
12330,1
2662,0
8284,1
8576,1
3113,1
3303,1
6250,1
1344,1
10885,0
8544,0
1690,1
9173,0
9669,0
5048,1
8826,0
8343,1
3308,0
1504,0
11321,1
1806,0
3871,1
1288,0
3791,0
5217,1
10082,1
11780,0
1067,1
8638,1
11747,1
1717,0
2696,1
6451,0
1848,1
4512,1
9214,0
11425,0
2431,1
8035,0
4660,1
6622,1
3435,0
8388,1
7347,0
11605,1
142,1
8696,0
5586,0
10847,0
6992,0
8039,1
8354,0
6804,0
6749,1
6100,0
5290,0
8122,0
3409,1
1117,0
7839,0
1756,0
497,0
7735,1
7985,1
870,1
3357,1
912,1
721,1
2805,0
12303,0
886,0
11881,1
9097,0
10277,1
9487,1
1520,1
7396,1
10756,0
2746,1
8455,1
3545,0
314,1
1799,1
327,0
3757,0
9263,1
4204,0
5850,1
6129,1
5447,0
3129,1
7440,0
1996,0
9202,0
3968,0
10090,0
10087,1
1973,1
336,1
2764,1
9794,1
275,1
2985,1
2686,0
4620,1
6531,0
3477,0
8079,0
3558,1
5715,0
2809,1
11267,0
4861,0
2334,0
8986,0
5246,1
3416,1
307,1
3908,0
11702,0
348,0
5918,1
826,1
5296,1
7243,0
11759,1
11099,1
4482,0
10392,0
3682,0
8614,1
10364,0
2053,0
8274,1
11896,0
71,1
12111,1
6855,1
11863,0
11787,1
6751,1
10155,1
8874,0
10092,0
8539,1
5356,1
1666,0
7579,0
5570,1
8811,0
52,1
219,1
6263,1
1445,0
8060,1
9554,0
8416,0
1695,1
2892,1
12375,1
1574,0
9190,1
3203,0
4405,0
1630,1
10405,0
1881,1
12274,0
5112,0
5708,1
5074,1
5509,0
10915,1
8971,0
848,0
2924,1
8812,1
9056,1
2877,0
6367,1
10017,1
186,1
3779,1
1830,1
7824,0
2959,1
7185,1
11430,1
9522,0
6904,0
5446,1
6587,1
1234,0
9572,1
10347,1
3915,0
446,1
9189,0
5839,1
844,1
5201,0
10876,0
8521,0
12235,0
11556,1
12197,0
2440,1
3103,0
10619,0
7692,0
4774,1
8437,0
6974,1
6094,0
1294,1
9038,1
5518,1
11144,1
5067,0
3442,0
10441,1
9549,1
10307,1
2837,1
776,0
12025,1
11490,1
6324,0
2153,1
5558,0
4920,0
10763,1
10844,1
11749,1
8752,1
3136,1
10420,1
5462,1
10287,1
11192,0
3183,0
10274,0
7522,1
1943,0
9843,0
3199,0
9387,1
1289,1
4581,0
6335,0
2500,1
11771,1
11047,1
11812,0
9226,0
4106,1
7542,0
4126,0
10143,0
6933,1
9974,1
11791,1
3966,0
1879,0
10503,0
11503,0
8658,0
5457,1
9375,1
3587,0
10875,1
3865,1
2148,1
4131,0
1036,1
636,1
11790,1
7216,1
3611,1
4134,1
649,0
1083,0
6711,1
861,0
5212,0
903,0
191,0
109,1
6026,0
4455,1
1942,1
8572,0
4331,0
10951,0
10566,0
5927,1
2040,1
11886,0
9590,1
9279,0
9199,1
4878,0
4659,0
8478,0
5001,1
2775,1
7525,0
4145,0
2323,1
762,0
5921,1
2617,0
2411,1
1094,0
6065,1
7265,1
1546,0
4589,1
6034,0
11600,0
7517,0
6953,0
3135,0
3856,0
5040,1
7435,0
11398,0
5428,0
7910,1
6523,0
6419,0
9544,0
3805,1
884,1
2654,0
8192,0
8147,0
8359,0
6774,0
10864,0
11408,1
464,1
1257,1
10548,0
2259,0
4274,1
7074,0
5192,0
5630,1
12288,0
6231,0
7382,0
5300,0
2202,0
11037,0
10219,0
1262,0
8215,0
7212,1
975,1
8878,0
5866,1
4925,1
941,1
5263,0
6582,1
4723,0
2387,1
12040,0
8806,0
5021,0
7129,1
4391,1
5148,1
10340,0
6803,0
3221,1
3882,1
6055,1
11680,1
1610,0
10489,1
9478,0
3875,1
5953,0
2789,0
944,0
12321,1
1857,1
10727,0
4108,1
5213,1
10529,0
3255,0
7323,0
2690,1
8514,1
7389,1
4627,0
9241,1
1319,0
9364,1
12229,1
5162,0
9001,1
10431,0
9239,1
1135,1
4529,1
3475,1
3505,1
4749,0
2477,0
8317,1
8426,0
7086,1
9121,0
10213,1
4501,0
8218,0
12212,1
6336,0
9057,1
6982,0
7231,1
9232,0
1874,1
10533,1
8131,1
11679,1
5096,1
2904,1
7678,1
570,1
1448,1
3414,0
9982,0
939,1
9605,0
9053,0
8699,1
9854,0
5841,1
6837,0
9720,0
3226,1
12059,1
6332,1
3978,0
4383,1
5834,1
12201,0
9475,1
7845,0
3539,0
8765,0
11078,0
10996,0
9883,1
5681,0
2827,0
5780,1
3634,0
4996,0
1338,0
3262,0
7876,0
8950,1
6838,1
5089,1
5741,0
650,0
6039,0
2902,0
2258,0
12248,1
5395,0
12300,1
7082,1
9629,0
8773,1
3521,0
2730,1
8401,0
4478,0
5660,1
1596,1
67,0
2584,1
8289,1
6281,0
3196,1
8020,0
11592,1
5327,1
9807,0
9052,1
7609,1
1258,1
8360,0
6350,0
7862,1
10540,1
7523,0
991,1
3504,1
113,0
919,0
2509,1
12367,1
165,0
6741,0
8700,1
10570,0
8951,0
4603,0
9797,0
8093,1
10521,1
949,0
4594,0
10214,1
3770,0
2506,0
5107,0
2850,1
6000,0
9020,1
12351,0
12193,0
10283,0
4446,0
5794,0
10057,1
4460,1
9249,0
2505,1
9365,0
6623,0
1114,0
6942,0
10377,0
298,1
1675,0
3347,1
6170,0
2735,1
5669,0
9890,0
4988,0
11121,0
2378,0
7431,1
7425,1
10505,1
4325,1
4172,1
8643,1
4550,0
8092,0
7934,1
7911,0
3575,1
8886,0
10728,0
2103,1
5336,0
8610,1
3759,1
11879,1
1837,0
9942,0
10278,0
11701,1
5710,0
10059,0
607,0
4500,0
7036,0
1093,1
8775,0
6718,1
8910,1
11082,0
4487,0
7707,1
160,1
203,1
6483,1
3940,1
8626,1
6103,1
4933,1
2934,0
1814,1
7647,1
2435,1
1230,0
3046,1
7957,0
2915,1
11484,1
4251,0
6111,0
6204,0
2725,1
4290,0
4334,0
383,0
7485,1
4886,1
857,0
370,1
6539,1
2561,0
3801,1
5455,1
8397,1
6859,0
9529,1
11811,0
11882,1
5944,0
615,1
2575,0
53,0
9875,0
3340,1
9394,0
11200,0
8344,0
8303,1
5876,1
11531,1
1812,1
990,0
9909,0
11180,1
2942,0
3163,1
4678,1
2618,0
3612,1
8235,1
7871,0
10210,0
3792,1
8371,1
3439,0
1892,1
11930,1
11538,1
5255,1
5167,1
6460,1
1505,0
10810,1
670,0
897,0
3306,1
8026,0
6239,0
2890,0
6003,0
7739,1
11224,0
8983,0
2,0
11767,1
6079,0
531,0
10667,0
8181,0
10703,0
6476,1
11027,1
10482,0
3406,0
5991,0
6328,1
8585,1
2565,1
2581,1
10113,0
2607,0
11718,1
2104,1
11499,1
10172,1
11315,1
4994,1
11669,0
5057,1
658,1
4434,1
11750,1
3816,0
6773,1
11660,1
7260,0
3904,0
11009,1
6811,0
8933,0
3700,1
9462,1
1788,1
6314,1
3645,0
1776,1
192,1
8485,1
10640,0
5388,0
8525,1
4951,1
2687,1
4390,1
4927,0
5552,1
9672,1
238,1
11459,0
8481,0
6901,1
11376,0
12259,1
11806,0
5097,1
8965,1
9248,1
9044,1
3552,0
12339,0
3360,0
8328,0
5628,1
7751,0
5783,1
4507,1
10456,1
146,1
9143,1
2294,1
7178,1
11801,0
11092,1
11725,0
10272,0
7081,0
4733,1
4384,1
8494,1
4545,1
596,0
11240,1
8726,0
5164,0
11307,0
1647,0
6815,0
2700,1
1700,1
2773,1
6968,0
8143,0
6219,1
86,0
11194,0
11831,0
10828,1
2594,1
1029,1
136,1
6972,1
7024,0
2854,1
1200,0
6121,0
9542,0
6296,1
3927,1
10920,1
3606,1
11021,1
2330,0
2187,1
195,1
5059,1
802,0
2668,1
241,0
2068,1
8531,0
10826,0
644,0
5103,1
1637,1
7552,0
8312,1
3074,1
7296,0
3278,1
8003,1
4970,1
8819,0
8326,0
6915,1
9733,0
7829,1
62,0
9803,1
9848,0
9068,0
8977,1
679,0
2041,0
5307,0
10252,1
3641,0
10084,0
3258,1
1873,0
4744,1
2912,0
4027,1
5488,1
10681,1
8024,1
7786,1
11439,0
6864,0
489,0
690,0
602,0
1014,0
869,1
1993,1
7610,0
5283,1
4370,1
1361,1
1526,0
1629,1
1551,0
11537,0
11991,0
1337,0
3901,0
5041,0
8252,0
9059,0
5039,1
2346,1
11483,0
5485,0
12144,0
5694,0
5119,0
5166,0
1134,0
8342,0
4017,0
2424,0
4138,1
859,0
2962,1
8089,1
10122,0
9582,0
10594,1
10494,1
1364,0
10931,1
1779,1
8606,0
2101,0
1818,0
369,1
4937,1
5285,1
8367,0
10031,1
7071,1
2093,1
7817,0
1920,0
82,0
7331,0
7304,0
816,0
4396,0
8475,0
6124,1
4120,1
9857,1
1813,1
1271,0
2994,0
10670,0
6409,0
2642,0
8612,0
2305,1
9034,1
10985,0
4195,0
10333,0
3849,0
12187,1
10381,1
11850,1
3554,1
2195,1
2600,1
6163,1
1518,0
8731,0
11311,1
6309,0
5755,0
5633,1
8399,1
11511,0
7162,0
9353,1
9118,1
1988,0
7737,1
517,1
6160,1
9287,0
11228,0
9988,1
8968,0
4456,1
2761,0
6481,0
5911,1
11161,1
6547,1
4855,0
7644,1
10959,1
11988,1
6358,0
2438,0
3765,1
6432,0
7846,1
8830,0
11094,1
6340,1
4821,0
18,1
3560,0
3951,0
49,0
12249,1
887,1
6261,0
7236,1
6989,0
6043,1
3168,0
2949,1
1424,1
139,0
3197,1
5131,1
112,1
8160,0
10736,0
4559,0
4595,0
4690,0
7951,1
9254,1
3277,0
4068,0
4408,1
8794,0
10622,1
451,0
7262,1
3731,0
7256,0
11069,1
4986,0
3663,1
2763,0
9488,0
1855,1
999,0
389,0
6426,1
1476,0
2240,0
11302,0
8112,1
992,0
7032,1
4997,0
3922,0
2972,1
6871,1
9351,1
4769,1
1293,1
4173,1
2535,1
11292,1
1907,0
10259,1
11748,1
8560,0
6033,0
7619,1
1151,1
1567,0
3171,0
7106,1
4160,0
4287,1
2230,0
174,1
1903,1
9102,0
3408,0
1538,1
2292,1
1363,0
4357,1
5260,1
9253,0
9406,1
680,0
10765,1
3664,0
1661,0
508,1
166,0
12324,1
10319,0
7365,0
1914,0
7263,1
11926,1
12066,0
7361,0
1104,1
9709,1
5310,1
11942,1
5754,1
152,1
9834,1
5679,0
11297,0
3551,1
3722,0
4538,0
9229,1
8463,1
1991,0
11946,1
8501,1
5141,0
3811,0
10769,1
3450,0
4591,1
7352,0
205,1
6680,1
2749,1
8497,1
1849,0
11208,1
3240,0
11176,0
3109,1
5934,0
10131,0
5810,0
8575,1
5634,1
4307,0
3156,0
6534,0
10749,0
11987,0
3832,0
10777,1
4776,1
7997,1
4276,1
12065,1
10741,0
11878,1
278,0
6771,0
7415,1
3252,1
8855,0
11629,0
289,0
3075,1
8962,0
8774,1
270,1
4570,1
10856,0
6696,1
4316,0
3180,0
1422,1
8275,1
10183,0
4557,0
7812,1
6297,1
10655,1
11999,1
1132,1
6242,1
10354,0
11588,1
7423,0
9026,0
10835,1
5520,0
10766,0
9288,0
3786,1
9219,0
8345,1
2161,0
3008,0
1105,0
9147,0
692,0
4956,0
8307,0
4369,1
2765,0
3929,1
9456,1
12159,1
7778,1
628,0
2451,0
3824,1
11100,1
3743,1
2176,1
6689,0
3318,0
8995,1
7432,0
2787,0
1196,0
1676,0
3947,0
7618,1
4444,0
5722,0
10485,0
2369,1
4967,1
2217,1
8148,1
3326,1
10365,0
3583,0
12097,0
12160,1
3619,0
6217,0
2468,0
8277,1
10467,0
5973,0
3667,1
5158,1
7594,1
6976,0
3423,1
8199,1
2409,0
3212,1
10592,1
5366,1
9220,0
6593,1
2895,1
10825,0
11393,1
3642,1
11188,1
10379,1
11992,1
11084,0
8548,1
12260,1
5451,1
7160,0
7866,0
2743,0
4958,0
6474,0
7888,0
492,0
1116,0
5637,1
10863,1
12216,0
10774,1
10651,1
6589,1
11214,1
7557,1
9904,1
5241,0
11429,1
2783,1
9124,1
1696,0
5685,0
2295,1
5939,1
7763,1
3313,0
4781,0
8350,0
9231,1
7605,1
215,0
6707,0
10197,0
8682,0
11295,0
3483,0
7006,0
5102,1
6599,1
3764,0
10298,0
6410,1
9389,0
25,1
7659,0
10784,0
11382,0
10663,0
6683,1
10179,1
8584,1
9564,1
10634,1
11943,1
10249,0
1102,0
3276,1
5345,1
11221,1
10883,1
8386,1
8835,1
8999,0
12369,1
2207,1
4552,0
4402,0
7395,0
3718,1
972,1
4579,1
6516,0
719,0
6155,1
11670,1
2803,0
2566,1
4025,0
6198,1
8224,1
10926,1
4063,1
2792,1
2222,1
5818,0
3866,0
8970,0
10718,1
3227,1
4214,0
3923,0
9251,1
1401,1
7703,0
4979,1
3253,0
10676,0
2661,0
2158,0
8578,1
8088,1
674,1
9426,0
7011,1
10730,0
3841,1
1815,1
10793,1
12177,1
2100,0
10899,0
6708,0
1673,1
4213,1
10695,0
1548,1
8963,1
8547,0
5184,1
1461,1
11613,0
3220,1
11327,0
7170,0
7430,0
1751,1
3976,0
8353,0
1772,0
2016,0
2005,0
3893,1
3237,1
4424,0
8588,0
2257,1
4072,0
5574,0
11765,1
5355,0
8418,1
6093,0
7935,1
10028,1
1519,1
10121,0
1378,1
5672,0
2587,0
12085,1
5621,1
9778,1
10195,1
5842,0
7122,0
5832,0
4888,0
5904,1
522,0
8043,0
3607,1
234,1
3796,1
6318,0
7094,1
1948,1
6361,1
11630,1
6091,1
11236,0
2224,1
5571,1
4523,0
5793,0
10870,1
5738,1
2624,1
4728,1
7818,1
8859,0
12270,0
11275,0
9221,0
2437,1
6056,0
6352,1
3167,0
1809,1
10023,1
7161,1
5086,0
9976,0
7016,1
9658,1
4945,1
6046,0
11451,0
6919,1
5590,1
7226,1
1228,1
9546,0
6846,1
8244,0
6555,0
159,0
8851,0
1589,1
12180,0
11834,0
11715,0
11546,1
6687,0
11559,0
11997,1
7480,1
11454,1
1556,0
2828,0
436,1
5789,1
10103,0
1588,0
7398,1
2780,0
11105,1
5686,1
3965,0
4727,0
1238,1
2951,0
9048,1
9575,0
1497,1
6465,0
7355,0
7823,1
7547,1
7913,0
10595,1
5185,1
5647,0
11623,1
5242,0
2130,0
2092,0
5409,1
187,1
7938,0
3655,1
3426,0
9502,1
1381,0
9674,1
8605,1
7427,1
5037,0
4897,1
3175,1
9876,0
8448,1
12250,0
10285,0
2235,1
8068,0
4236,0
10255,1
9482,1
24,1
3363,0
1088,0
8733,1
11322,1
2841,0
7537,0
7470,1
11528,1
4152,0
695,1
11351,1
6337,0
1227,0
1999,0
276,1
5929,0
2953,1
3637,0
3906,0
4778,0
5845,1
12003,0
4117,0
1137,1
2767,0
8182,1
11857,0
7661,0
9215,0
2490,0
11982,1
7742,0
3935,0
2384,1
8016,0
7084,1
115,1
1863,0
3119,0
4258,1
11417,0
10464,0
2819,1
9447,0
9306,0
11237,1
4699,0
3802,1
6068,0
3536,0
3825,0
6642,0
10694,1
1946,1
10800,1
9457,1
10316,0
7269,0
9668,1
7929,1
7166,1
6963,0
5867,1
4761,0
882,1
557,1
10042,0
1207,1
7684,1
9574,0
6538,1
3211,0
3630,1
1708,1
8458,0
1140,0
3162,0
6207,0
3730,0
2660,1
8848,1
1307,1
2567,1
2834,1
11847,1
2151,1
9666,1
3835,1
12000,1
9498,0
10461,1
5004,0
6626,0
1627,1
11465,0
12140,1
358,0
138,1
8491,0
382,1
9343,0
4857,0
11496,0
1439,0
946,0
5498,0
4916,0
8556,1
1932,1
2352,0
3236,1
10240,0
3807,0
1936,1
11012,1
4154,1
8988,0
2416,1
9484,1
6139,0
785,0
6789,1
8036,1
8315,0
11706,0
5668,0
2172,1
2169,0
6628,0
4009,0
4340,0
910,1
6268,1
2309,0
6591,1
4458,1
7597,0
11141,0
11547,1
4652,0
6218,1
442,1
3415,0
11234,0
9497,0
10331,1
5744,1
1054,1
3699,0
929,0
6468,1
8767,0
1829,0
9581,0
10074,1
2011,0
913,0
7611,1
10189,0
9543,0
2606,1
4928,1
6564,1
10077,0
6,1
7835,1
6583,1
3361,1
9661,0
1635,1
1141,1
359,0
2070,1
3134,1
5160,1
6990,0
3243,1
2242,1
1474,0
10624,1
3259,0
4020,1
10925,0
8566,1
3500,1
2658,1
10450,0
1130,0
1819,0
7461,1
12044,1
10125,1
10109,0
7064,1
4318,1
4669,1
5476,0
12175,0
10989,0
1856,1
2282,0
10762,0
4008,1
6401,0
12284,0
11469,0
386,0
1628,0
10423,0
11535,0
7718,0
10317,0
12338,0
9101,1
1842,0
2497,1
201,1
9944,0
3868,0
5054,0
5889,1
2702,1
7922,0
331,0
3808,1
935,1
1774,0
10740,0
8611,1
12015,1
989,1
5443,1
11132,0
6993,1
10577,1
5806,1
11262,0
10768,0
6574,1
3052,0
10689,0
8365,0
4615,0
3321,1
9414,0
6246,1
6048,0
3311,1
9639,0
11604,1
8210,0
3628,1
10962,1
1356,0
5002,1
9621,0
5823,1
11760,0
5670,0
3112,0
182,1
10957,0
855,1
10430,0
4912,1
10567,1
1800,0
11446,0
5482,1
10312,0
1968,0
10305,1
10085,1
4697,1
4987,0
4650,0
1159,0
9593,0
1325,0
9744,1
4796,0
6796,0
5808,1
12213,1
1455,1
5410,1
8333,1
2800,0
7616,0
11066,1
7815,1
4378,1
8921,1
9850,0
6716,1
3736,0
2261,0
7429,0
4005,1
9302,0
2394,0
1185,0
2007,1
193,1
8770,0
5525,1
771,1
1478,1
1846,1
3740,0
7986,0
405,1
11805,1
10580,1
6317,0
6581,0
1447,1
342,0
7468,0
727,0
4577,1
9168,1
9250,0
3516,1
10997,0
12118,1
7156,0
7851,1
1348,0
660,0
1492,0
10551,1
5154,0
11859,0
9277,1
2524,0
9541,1
10479,1
5374,1
3198,1
5717,0
9682,0
12200,1
11533,1
8259,1
9954,1
40,1
10933,1
6816,0
11512,1
10102,1
2723,1
11362,0
10611,1
9335,0
12048,1
7155,0
9517,0
11407,0
7230,0
5075,0
7880,0
5394,0
10582,1
7789,1
11554,0
4088,0
1967,1
11114,0
10892,0
11873,0
6999,1
423,0
12123,1
11763,1
10613,1
6142,0
5661,0
9031,1
4596,1
2659,0
141,1
2597,0
6701,1
1377,1
3674,0
12247,0
6362,0
11585,1
4741,0
1138,0
7374,1
1787,1
9941,0
4646,0
7568,0
459,1
6115,1
8179,1
948,0
6370,1
4628,0
7358,0
5925,0
6040,1
441,1
6659,0
8831,0
9046,1
3830,0
11624,1
6144,1
11190,1
6344,1
1958,0
9262,0
155,0
11306,1
4578,1
1089,1
6049,0
11324,0
9122,0
7950,1
1674,0
6763,0
10366,0
6416,0
11836,0
2326,1
7096,1
10626,1
9745,0
6450,1
1715,0
9172,1
8381,1
9433,1
3831,1
6299,0
3348,0
11778,1
9177,1
587,1
9346,1
11782,1
2990,1
11480,1
9786,1
10972,0
264,1
9770,1
6788,0
10534,0
3864,1
6274,1
12132,1
3711,1
8438,1
1529,0
10156,0
923,1
9729,1
7329,0
4364,0
669,0
3604,1
5108,0
11135,1
5248,1
7183,1
2591,0
5906,1
6509,1
7133,1
2307,0
8804,0
3690,0
687,1
612,0
7167,1
9781,0
3200,0
6629,1
4135,1
1898,0
282,0
258,0
11662,0
4943,0
2822,0
3525,0
11955,1
5223,0
2285,0
6063,0
8078,1
4654,0
5000,0
6710,0
11788,1
8676,1
5416,1
475,0
2555,0
8087,1
7,1
6411,1
11333,1
11024,1
5546,1
2426,0
6744,0
11917,1
2274,1
9203,1
1577,0
7264,0
9259,1
3970,1
5879,1
10417,1
11544,1
7193,1
3867,1
11651,1
6823,0
7548,0
781,1
1749,1
6519,0
5774,1
9283,0
9369,1
2324,0
5055,0
11599,1
1727,1
610,1
4666,0
5413,0
8103,1
8174,0
8535,1
3750,0
97,0
6985,0
3137,1
1537,1
3648,0
1517,1
11571,0
4624,1
6566,0
2090,1
7097,0
6171,1
7521,1
572,1
11217,0
3062,1
597,1
6633,0
12148,0
7875,1
7345,0
6304,0
9940,1
11681,1
5976,1
8562,0
1938,1
8100,1
1753,1
3670,1
9946,1
2361,1
4260,1
5432,0
6285,0
9754,1
11713,0
9707,0
10588,0
10258,1
5591,1
1171,0
7927,1
9964,1
9614,1
11572,0
10013,0
11744,0
874,0
2297,0
11510,0
2643,0
5347,0
9032,0
12295,0
581,0
204,1
7896,1
2014,0
905,1
631,1
8461,1
10315,1
1974,1
162,0
4998,1
10561,1
9557,0
4713,1
9067,0
1431,0
6868,1
11301,0
7710,1
7736,1
4283,0
7531,1
9856,0
3384,0
11839,0
10322,1
10313,0
7462,1
3331,1
6404,1
8895,1
2096,0
10389,1
7999,0
5017,1
8738,0
1449,0
6900,0
2610,0
1900,0
8186,0
3920,1
2757,0
6397,1
10724,1
2097,1
8329,0
11693,0
5624,0
9028,0
3471,0
8266,1
2171,0
11418,1
11359,0
8590,1
2010,1
12117,0
1283,1
11885,1
1019,0
9518,0
8667,0
2810,1
12028,1
1651,0
11902,0
1169,0
9398,0
6256,1
5469,0
10804,0
867,0
5093,1
5433,1
541,0
9324,1
12176,0
6354,1
11551,1
3390,1
9951,1
12294,0
3959,1
6643,1
6841,1
10251,0
3586,1
10830,0
2563,0
5036,0
1080,0
5891,1
4966,0
2023,0
11189,1
7909,0
10794,1
7321,0
226,1
